Date,Product Name,Batch No,Expiry Date,Quantity,MRP (₹),GST (%),GST Amount (₹),Amount (₹),Month_Date,Sales Type
2025-08-06,Thyroxine 50mcg,633,2027-04-01,7,140.83,12.0,105.6225,985.81,2025-08-01,Prescription
2025-08-06,Chlorpheniramine,114,2026-12-01,2,102.29,12.0,21.91928571,204.58,2025-08-01,Prescription
2025-08-06,Disprin,521,2026-05-01,6,5.64,12.0,3.625714286,33.84,2025-08-01,Prescription
2025-08-07,Azithromycin 500mg,652,2026-07-01,2,79.16,12.0,16.96285714,158.32,2025-08-01,Prescription
2025-08-07,Ciprofloxacin 500mg,150,2026-04-01,10,47.49,12.0,50.88214286,474.9,2025-08-01,Prescription
2025-08-07,Hand Sanitizer,700,2026-01-01,10,30.0,12.0,32.14285714,300.0,2025-08-01,OTC
2025-08-07,Thyroxine 50mcg,633,2027-04-01,8,140.83,12.0,120.7114286,1126.64,2025-08-01,Prescription
2025-08-07,Pantoprazole 40mg,920,2026-04-01,9,153.15,12.0,147.6803571,1378.35,2025-08-01,Prescription
2025-08-08,N95 Mask,537,2025-12-01,4,28.0,12.0,12.0,112.0,2025-08-01,Prescription
2025-08-08,Clotrimazole Cream,522,2026-05-01,7,302.5,12.0,226.875,2117.5,2025-08-01,OTC
2025-08-08,Amoxicillin 250mg,495,2027-08-01,3,40.99,12.0,13.17535714,122.97,2025-08-01,Prescription
2025-08-08,Hydroxychloroquine 200mg,732/234,2026-04-01,7,108.7,12.0,81.525,760.9,2025-08-01,Prescription
2025-08-08,Bandage Roll,179,2026-12-01,13,22.0,12.0,30.64285714,286.0,2025-08-01,Prescription
2025-08-08,Losartan 50mg,911,2027-01-01,6,96.55,12.0,62.06785714,579.3,2025-08-01,Prescription
2025-08-08,Paracetamol 500mg,112/450,2026-01-01,8,10.08,12.0,8.64,80.64,2025-08-01,Prescription
2025-08-08,Clotrimazole Cream,522,2026-05-01,8,302.5,12.0,259.2857143,2420.0,2025-08-01,OTC
2025-08-09,Dexamethasone 4mg,722,2026-04-01,7,40.0,12.0,30.0,280.0,2025-08-01,Prescription
2025-08-09,Chlorpheniramine,114,2026-12-01,8,102.29,12.0,87.67714286,818.32,2025-08-01,Prescription
2025-08-09,Omeprazole 20mg,452,2026-12-01,6,32.14,12.0,20.66142857,192.84,2025-08-01,Prescription
2025-08-09,Salbutamol Inhaler,248,2026-01-01,8,73.26,12.0,62.79428571,586.08,2025-08-01,Prescription
2025-08-09,Bandage Roll,179,2026-12-01,18,22.0,12.0,42.42857143,396.0,2025-08-01,Prescription
2025-08-09,Ivermectin 12mg,354,2026-04-01,9,177.95,12.0,171.5946429,1601.55,2025-08-01,Prescription
2025-08-09,Becosules,569,2026-04-01,8,60.49,12.0,51.84857143,483.92,2025-08-01,Prescription
2025-08-10,Azithromycin 500mg,652,2026-07-01,6,79.16,12.0,50.88857143,474.96,2025-08-01,Prescription
2025-08-10,Volini Gel,555,2026-01-01,7,265.0,12.0,198.75,1855.0,2025-08-01,OTC
2025-08-10,N95 Mask,537,2025-12-01,5,28.0,12.0,15.0,140.0,2025-08-01,Prescription
2025-08-10,Hydroxychloroquine 200mg,234/855,2026-04-01,8,108.7,12.0,93.17142857,869.6,2025-08-01,Prescription
2025-08-10,Glibenclamide 5mg,193,2026-06-01,9,48.75,12.0,47.00892857,438.75,2025-08-01,Prescription
2025-08-10,ORS Sachet,112,2025-12-01,10,28.32,12.0,30.34285714,283.2,2025-08-01,Prescription
2025-08-10,Salbutamol Inhaler,248,2026-01-01,6,73.26,12.0,47.09571429,439.56,2025-08-01,Prescription
2025-08-10,Digene,822,2026-03-01,8,29.2,12.0,25.02857143,233.6,2025-08-01,Prescription
2025-08-10,Chlorpheniramine,114/504,2026-12-01,5,102.29,12.0,54.79821429,511.45,2025-08-01,Prescription
2025-08-11,Montelukast 10mg,420,2027-01-01,16,140.0,12.0,240.0,2240.0,2025-08-01,Prescription
2025-08-11,Hydroxychloroquine 200mg,855,2026-04-01,9,108.7,12.0,104.8178571,978.3,2025-08-01,Prescription
2025-08-11,Vitamin C Tablets,160,2026-01-01,4,24.86,12.0,10.65428571,99.44,2025-08-01,OTC
2025-08-11,Clotrimazole Cream,522,2026-05-01,5,302.5,12.0,162.0535714,1512.5,2025-08-01,OTC
2025-08-11,Nicotine Patch,982,2026-08-01,5,85.57,12.0,45.84107143,427.85,2025-08-01,Prescription
2025-08-11,Tetanus Toxoid,996,2028-04-01,8,11.35,12.0,9.728571429,90.8,2025-08-01,Prescription
2025-08-12,Clotrimazole Cream,522,2026-05-01,4,302.5,12.0,129.6428571,1210.0,2025-08-01,OTC
2025-08-12,Omeprazole 20mg,452,2026-12-01,4,32.14,12.0,13.77428571,128.56,2025-08-01,Prescription
2025-08-12,Thermometer,131,,2,190.0,12.0,40.71428571,380.0,2025-08-01,Prescription
2025-08-12,Levocetirizine 5mg,311,2026-12-01,10,35.0,12.0,37.5,350.0,2025-08-01,Prescription
2025-08-12,Combiflam,540,2026-06-01,12,55.71,12.0,71.62714286,668.52,2025-08-01,Prescription
2025-08-12,Bandage Roll,255,2026-12-01,6,22.0,12.0,14.14285714,132.0,2025-08-01,Prescription
2025-08-12,Dexamethasone 4mg,722,2026-04-01,8,40.0,12.0,34.28571429,320.0,2025-08-01,Prescription
2025-08-13,Insulin 30/70,465,2026-01-01,12,174.0,12.0,223.7142857,2088.0,2025-08-01,Prescription
2025-08-13,Ranitidine 150mg,801,2025-12-01,6,13.65,12.0,8.775,81.9,2025-08-01,Prescription
2025-08-13,Salbutamol Inhaler,248,2026-01-01,9,73.26,12.0,70.64357143,659.34,2025-08-01,Prescription
2025-08-13,Disprin,521,2026-05-01,8,5.64,12.0,4.834285714,45.12,2025-08-01,Prescription
2025-08-13,Amoxicillin 250mg,495,2027-08-01,6,40.99,12.0,26.35071429,245.94,2025-08-01,Prescription
2025-08-13,ORS Sachet,112,2025-12-01,6,39.41,12.0,25.335,236.46,2025-08-01,Prescription
2025-08-14,Cetirizine 10mg,104,2026-03-01,5,21.05,12.0,11.27678571,105.25,2025-08-01,Prescription
2025-08-14,Dolo 650mg,491,2026-01-01,4,33.76,12.0,14.46857143,135.04,2025-08-01,Prescription
2025-08-14,Ibuprofen 400mg,351,2026-05-01,10,12.88,12.0,13.8,128.8,2025-08-01,Prescription
2025-08-14,Ivermectin 12mg,354,2026-04-01,6,177.95,12.0,114.3964286,1067.7,2025-08-01,Prescription
2025-08-14,Prednisolone 10mg,543,2025-12-01,6,27.0,12.0,17.35714286,162.0,2025-08-01,Prescription
2025-08-14,Combiflam,231,2026-06-01,4,55.71,12.0,23.87571429,222.84,2025-08-01,Prescription
2025-08-15,Omeprazole 20mg,452,2026-12-01,5,32.14,12.0,17.21785714,160.7,2025-08-01,Prescription
2025-08-15,Vitamin C Tablets,160,2026-01-01,4,24.86,12.0,10.65428571,99.44,2025-08-01,OTC
2025-08-15,Surgical Gloves,690,2027-01-01,4,83.0,12.0,35.57142857,332.0,2025-08-01,Prescription
2025-08-15,Crocin Advance,431,2026-05-01,5,20.16,12.0,10.8,100.8,2025-08-01,Prescription
2025-08-15,Nicotine Patch,982,2026-08-01,4,85.57,12.0,36.67285714,342.28,2025-08-01,Prescription
2025-08-15,Ranitidine 150mg,801,2025-12-01,5,13.65,12.0,7.3125,68.25,2025-08-01,Prescription
2025-08-15,Calpol 500mg,436,2026-07-01,8,14.95,12.0,12.81428571,119.6,2025-08-01,Prescription
2025-08-15,Volini Gel,555,2026-01-01,7,265.0,12.0,198.75,1855.0,2025-08-01,OTC
2025-08-15,Erythromycin 250mg,179,2026-04-01,8,60.0,12.0,51.42857143,480.0,2025-08-01,Prescription
2025-08-16,Azithromycin 500mg,652,2026-07-01,7,79.16,12.0,59.37,554.12,2025-08-01,Prescription
2025-08-16,Insulin 30/70,465,2026-01-01,14,174.0,12.0,261.0,2436.0,2025-08-01,Prescription
2025-08-16,Erythromycin 250mg,179,2026-04-01,7,60.0,12.0,45.0,420.0,2025-08-01,Prescription
2025-08-16,Metformin 500mg,121,2026-04-01,10,44.0,12.0,47.14285714,440.0,2025-08-01,Prescription
2025-08-16,Dexamethasone 4mg,722,2026-04-01,5,40.0,12.0,21.42857143,200.0,2025-08-01,Prescription
2025-08-16,Pantoprazole 40mg,920,2026-04-01,7,153.15,12.0,114.8625,1072.05,2025-08-01,Prescription
2025-08-17,Domperidone 10mg,722,2026-04-01,10,25.86,12.0,27.70714286,258.6,2025-08-01,Prescription
2025-08-17,Salbutamol Inhaler,248,2026-01-01,5,73.26,12.0,39.24642857,366.3,2025-08-01,Prescription
2025-08-17,Zincovit,250/135,2026-03-01,7,115.0,12.0,86.25,805.0,2025-08-01,Prescription
2025-08-17,Omeprazole 20mg,452,2026-12-01,5,32.14,12.0,17.21785714,160.7,2025-08-01,Prescription
2025-08-17,Amoxicillin 250mg,495,2027-08-01,9,40.99,12.0,39.52607143,368.91,2025-08-01,Prescription
2025-08-17,Dexamethasone 4mg,722,2026-04-01,8,40.0,12.0,34.28571429,320.0,2025-08-01,Prescription
2025-08-17,Amlodipine 5mg,614,2026-01-01,5,83.9,12.0,44.94642857,419.5,2025-08-01,Prescription
2025-08-17,Crocin Advance,431,2026-05-01,4,20.16,12.0,8.64,80.64,2025-08-01,Prescription
2025-08-17,Thermometer,131,,3,190.0,12.0,61.07142857,570.0,2025-08-01,Prescription
2025-08-18,Betadine Ointment,162,2026-05-01,5,97.0,12.0,51.96428571,485.0,2025-08-01,Prescription
2025-08-18,Salbutamol Inhaler,866,2026-01-01,8,73.26,12.0,62.79428571,586.08,2025-08-01,Prescription
2025-08-18,Losartan 50mg,911,2027-01-01,5,96.55,12.0,51.72321429,482.75,2025-08-01,Prescription
2025-08-18,Hydroxychloroquine 200mg,855,2026-04-01,8,108.7,12.0,93.17142857,869.6,2025-08-01,Prescription
2025-08-18,Paracetamol 500mg,450,2026-01-01,3,10.08,12.0,3.24,30.24,2025-08-01,Prescription
2025-08-18,Allegra 120mg,672,2026-07-01,9,264.72,12.0,255.2657143,2382.48,2025-08-01,Prescription
2025-08-18,Dexamethasone 4mg,722,2026-04-01,3,40.0,12.0,12.85714286,120.0,2025-08-01,Prescription
2025-08-18,Thyroxine 50mcg,633/980,2027-04-01,9,140.83,12.0,135.8003571,1267.47,2025-08-01,Prescription
2025-08-18,Cetirizine 10mg,104,2026-03-01,3,21.05,12.0,6.766071429,63.15,2025-08-01,Prescription
2025-08-19,Ibuprofen 400mg,351/620,2026-07-01,7,12.88,12.0,9.66,90.16,2025-08-01,Prescription
2025-08-19,Nicotine Patch,982,2026-08-01,8,85.57,12.0,73.34571429,684.56,2025-08-01,Prescription
2025-08-19,Chlorpheniramine,504,2026-12-01,7,102.29,12.0,76.7175,716.03,2025-08-01,Prescription
2025-08-19,Betadine Ointment,162/423,2026-05-01,4,97.0,12.0,41.57142857,388.0,2025-08-01,Prescription
2025-08-19,ORS Sachet,112,2025-12-01,8,17.08,12.0,14.64,136.64,2025-08-01,Prescription
2025-08-19,Crocin Advance,431,2026-05-01,10,20.16,12.0,21.6,201.6,2025-08-01,Prescription
2025-08-20,Insulin 30/70,465/741,2026-01-01,7,174.0,12.0,130.5,1218.0,2025-08-01,Prescription
2025-08-20,Multivitamin Syrup,422,2025-12-01,7,170.0,12.0,127.5,1190.0,2025-08-01,OTC
2025-08-20,Tetanus Toxoid,996,2028-04-01,5,11.35,12.0,6.080357143,56.75,2025-08-01,Prescription
2025-08-20,ORS Sachet,112,2025-12-01,8,36.0,12.0,30.85714286,288.0,2025-08-01,Prescription
2025-08-20,Amlodipine 5mg,614/532,2026-01-01,8,83.9,12.0,71.91428571,671.2,2025-08-01,Prescription
2025-08-20,Vitamin C Tablets,160,2026-01-01,8,24.86,12.0,21.30857143,198.88,2025-08-01,OTC
2025-08-20,Zincovit,135,2026-03-01,1,115.0,12.0,12.32142857,115.0,2025-08-01,Prescription
2025-08-21,Losartan 50mg,671,2027-01-01,9,96.55,12.0,93.10178571,868.95,2025-08-01,Prescription
2025-08-21,Digene,822,2026-03-01,8,29.2,12.0,25.02857143,233.6,2025-08-01,Prescription
2025-08-21,ORS Sachet,112,2025-12-01,6,41.7,12.0,26.80714286,250.2,2025-08-01,Prescription
2025-08-21,Nicotine Patch,982,2026-08-01,9,85.57,12.0,82.51392857,770.13,2025-08-01,Prescription
2025-08-21,Dolo 650mg,491,2026-01-01,6,33.76,12.0,21.70285714,202.56,2025-08-01,Prescription
2025-08-21,Levocetirizine 5mg,452,2026-12-01,10,35.0,12.0,37.5,350.0,2025-08-01,Prescription
2025-08-21,Amoxicillin 250mg,495,2027-08-01,7,40.99,12.0,30.7425,286.93,2025-08-01,Prescription
2025-08-22,Hydroxychloroquine 200mg,132,2026-04-01,6,108.7,12.0,69.87857143,652.2,2025-08-01,Prescription
2025-08-22,Surgical Gloves,690,2027-01-01,8,83.0,12.0,71.14285714,664.0,2025-08-01,Prescription
2025-08-22,Hand Sanitizer,700,2026-01-01,9,30.0,12.0,28.92857143,270.0,2025-08-01,OTC
2025-08-22,Bandage Roll,255,2026-12-01,13,22.0,12.0,30.64285714,286.0,2025-08-01,Prescription
2025-08-22,Loperamide 2mg,702,2026-04-01,14,25.48,12.0,38.22,356.72,2025-08-01,Prescription
2025-08-22,Nicotine Patch,121,2026-08-01,5,85.57,12.0,45.84107143,427.85,2025-08-01,Prescription
2025-08-22,Crocin Advance,431,2026-05-01,5,20.16,12.0,10.8,100.8,2025-08-01,Prescription
2025-08-22,Paracetamol 500mg,450,2026-01-01,5,10.08,12.0,5.4,50.4,2025-08-01,Prescription
2025-08-22,Azithromycin 500mg,652/429,2026-07-01,5,79.16,12.0,42.40714286,395.8,2025-08-01,Prescription
2025-08-23,Hydroxychloroquine 200mg,132,2026-04-01,5,108.7,12.0,58.23214286,543.5,2025-08-01,Prescription
2025-08-23,Becosules,569,2026-04-01,6,60.49,12.0,38.88642857,362.94,2025-08-01,Prescription
2025-08-23,Crocin Advance,501,2026-05-01,3,20.16,12.0,6.48,60.48,2025-08-01,Prescription
2025-08-23,Disprin,736,2026-05-01,7,5.64,12.0,4.23,39.48,2025-08-01,Prescription
2025-08-23,Bandage Roll,255,2026-12-01,9,22.0,12.0,21.21428571,198.0,2025-08-01,Prescription
2025-08-23,Vitamin C Tablets,160,2026-01-01,7,24.86,12.0,18.645,174.02,2025-08-01,OTC
2025-08-23,Becosules,569,2026-04-01,8,60.49,12.0,51.84857143,483.92,2025-08-01,Prescription
2025-08-23,Digene,822/233,2026-03-01,6,29.2,12.0,18.77142857,175.2,2025-08-01,Prescription
2025-08-24,Paracetamol 500mg,450,2026-01-01,7,10.08,12.0,7.56,70.56,2025-08-01,Prescription
2025-08-24,Multivitamin Syrup,422,2025-12-01,8,170.0,12.0,145.7142857,1360.0,2025-08-01,OTC
2025-08-24,Omeprazole 20mg,221,2026-12-01,2,32.14,12.0,6.887142857,64.28,2025-08-01,Prescription
2025-08-24,Atorvastatin 10mg,674,2026-05-01,1,55.32,12.0,5.927142857,55.32,2025-08-01,Prescription
2025-08-24,Calpol 500mg,436,2026-07-01,8,14.95,12.0,12.81428571,119.6,2025-08-01,Prescription
2025-08-24,Volini Gel,555,2026-01-01,3,265.0,12.0,85.17857143,795.0,2025-08-01,OTC
2025-08-25,Avil 25mg,528,2026-12-01,3,13.25,12.0,4.258928571,39.75,2025-08-01,Prescription
2025-08-25,Disprin,736,2026-05-01,6,5.64,12.0,3.625714286,33.84,2025-08-01,Prescription
2025-08-25,Chlorpheniramine,504,2026-12-01,5,102.29,12.0,54.79821429,511.45,2025-08-01,Prescription
2025-08-25,ORS Sachet,112,2025-12-01,4,30.5,12.0,13.07142857,122.0,2025-08-01,Prescription
2025-08-25,Ivermectin 12mg,520/752,2026-04-01,12,177.95,12.0,228.7928571,2135.4,2025-08-01,Prescription
2025-08-25,Vitamin C Tablets,160,2026-01-01,8,24.86,12.0,21.30857143,198.88,2025-08-01,OTC
2025-08-25,Thyroxine 50mcg,980,2027-04-01,4,140.83,12.0,60.35571429,563.32,2025-08-01,Prescription
2025-08-25,N95 Mask,537,2025-12-01,1,28.0,12.0,3.0,28.0,2025-08-01,Prescription
2025-08-26,Metformin 500mg,441,2026-04-01,15,44.0,12.0,70.71428571,660.0,2025-08-01,Prescription
2025-08-26,Ranitidine 150mg,192,2025-12-01,10,13.65,12.0,14.625,136.5,2025-08-01,Prescription
2025-08-26,Cetirizine 10mg,104,2026-03-01,4,21.05,12.0,9.021428571,84.2,2025-08-01,Prescription
2025-08-26,Crocin Advance,501,2026-05-01,6,20.16,12.0,12.96,120.96,2025-08-01,Prescription
2025-08-26,Paracetamol 500mg,450,2026-01-01,6,10.08,12.0,6.48,60.48,2025-08-01,Prescription
2025-08-26,Multivitamin Syrup,422,2025-12-01,5,170.0,12.0,91.07142857,850.0,2025-08-01,OTC
2025-08-26,Ciprofloxacin 500mg,150,2026-04-01,9,47.49,12.0,45.79392857,427.41,2025-08-01,Prescription
2025-08-26,Betadine Ointment,423,2026-05-01,5,97.0,12.0,51.96428571,485.0,2025-08-01,Prescription
2025-08-26,Crocin Advance,501,2026-05-01,9,20.16,12.0,19.44,181.44,2025-08-01,Prescription
2025-08-27,Hydroxychloroquine 200mg,132,2026-04-01,8,108.7,12.0,93.17142857,869.6,2025-08-01,Prescription
2025-08-27,Zincovit,135,2026-03-01,7,115.0,12.0,86.25,805.0,2025-08-01,Prescription
2025-08-27,Dolo 650mg,491,2026-01-01,5,33.76,12.0,18.08571429,168.8,2025-08-01,Prescription
2025-08-27,Ibuprofen 400mg,620,2026-07-01,6,12.88,12.0,8.28,77.28,2025-08-01,Prescription
2025-08-27,Amlodipine 5mg,532/618,2026-01-01,9,83.9,12.0,80.90357143,755.1,2025-08-01,Prescription
2025-08-27,Calpol 500mg,436,2026-07-01,5,14.95,12.0,8.008928571,74.75,2025-08-01,Prescription
2025-08-27,Cetirizine 10mg,104,2026-03-01,3,21.05,12.0,6.766071429,63.15,2025-08-01,Prescription
2025-08-27,Levocetirizine 5mg,631,2026-12-01,10,35.0,12.0,37.5,350.0,2025-08-01,Prescription
2025-08-27,Avil 25mg,528,2026-12-01,5,13.25,12.0,7.098214286,66.25,2025-08-01,Prescription
2025-08-27,Erythromycin 250mg,179,2026-04-01,4,60.0,12.0,25.71428571,240.0,2025-08-01,Prescription
2025-08-28,Azithromycin 500mg,429,2026-07-01,3,79.16,12.0,25.44428571,237.48,2025-08-01,Prescription
2025-08-28,Crocin Advance,501,2026-05-01,8,20.16,12.0,17.28,161.28,2025-08-01,Prescription
2025-08-28,Dexamethasone 4mg,722,2026-04-01,6,40.0,12.0,25.71428571,240.0,2025-08-01,Prescription
2025-08-28,Prednisolone 10mg,543,2025-12-01,5,27.0,12.0,14.46428571,135.0,2025-08-01,Prescription
2025-08-28,Volini Gel,201,2026-01-01,5,265.0,12.0,141.9642857,1325.0,2025-08-01,OTC
2025-08-28,N95 Mask,537,2025-12-01,4,28.0,12.0,12.0,112.0,2025-08-01,Prescription
2025-08-28,Zincovit,831,2026-03-01,6,115.0,12.0,73.92857143,690.0,2025-08-01,Prescription
2025-08-28,Nicotine Patch,121,2026-08-01,9,85.57,12.0,82.51392857,770.13,2025-08-01,Prescription
2025-08-28,Thermometer,131,,5,190.0,12.0,101.7857143,950.0,2025-08-01,Prescription
2025-08-28,Insulin 30/70,741,2026-01-01,5,174.0,12.0,93.21428571,870.0,2025-08-01,Prescription
2025-08-28,Multivitamin Syrup,751,2025-12-01,6,170.0,12.0,109.2857143,1020.0,2025-08-01,OTC
2025-08-29,Ranitidine 150mg,192,2025-12-01,6,13.65,12.0,8.775,81.9,2025-08-01,Prescription
2025-08-29,Tetanus Toxoid,120,2028-04-01,7,11.35,12.0,8.5125,79.45,2025-08-01,Prescription
2025-08-29,Erythromycin 250mg,179,2026-04-01,4,60.0,12.0,25.71428571,240.0,2025-08-01,Prescription
2025-08-29,Calpol 500mg,436/855,2026-07-01,8,14.95,12.0,12.81428571,119.6,2025-08-01,Prescription
2025-08-29,Omeprazole 20mg,221,2026-12-01,5,32.14,12.0,17.21785714,160.7,2025-08-01,Prescription
2025-08-29,Montelukast 10mg,811,2027-01-01,15,140.0,12.0,225.0,2100.0,2025-08-01,Prescription
2025-08-29,Clotrimazole Cream,522,2026-05-01,3,302.5,12.0,97.23214286,907.5,2025-08-01,OTC
2025-08-30,Hand Sanitizer,700,2026-01-01,12,30.0,12.0,38.57142857,360.0,2025-08-01,OTC
2025-08-30,Amoxicillin 250mg,495,2027-08-01,2,40.99,12.0,8.783571429,81.98,2025-08-01,Prescription
2025-08-30,Amoxicillin 250mg,495,2027-08-01,4,40.99,12.0,17.56714286,163.96,2025-08-01,Prescription
2025-08-30,N95 Mask,537,2025-12-01,1,28.0,12.0,3.0,28.0,2025-08-01,Prescription
2025-08-30,Ranitidine 150mg,192,2025-12-01,3,13.65,12.0,4.3875,40.95,2025-08-01,Prescription
2025-08-30,Calpol 500mg,855,2026-07-01,4,14.95,12.0,6.407142857,59.8,2025-08-01,Prescription
2025-08-31,Becosules,569,2026-04-01,9,60.49,12.0,58.32964286,544.41,2025-08-01,Prescription
2025-08-31,Allegra 120mg,294,2026-07-01,10,264.72,12.0,283.6285714,2647.2,2025-08-01,Prescription
2025-08-31,Atorvastatin 10mg,674,2026-05-01,9,55.32,12.0,53.34428571,497.88,2025-08-01,Prescription
2025-08-31,Loperamide 2mg,431,2026-04-01,15,25.48,12.0,40.95,382.2,2025-08-01,Prescription
2025-08-31,Chlorpheniramine,655,2026-12-01,8,102.29,12.0,87.67714286,818.32,2025-08-01,Prescription
2025-08-31,Amoxicillin 250mg,495,2027-08-01,4,40.99,12.0,17.56714286,163.96,2025-08-01,Prescription
2025-08-31,Avil 25mg,528,2026-12-01,10,13.25,12.0,14.19642857,132.5,2025-08-01,Prescription
2025-08-31,Thyroxine 50mcg,980,2027-04-01,6,140.83,12.0,90.53357143,844.98,2025-08-01,Prescription
2025-08-31,Prednisolone 10mg,543,2025-12-01,8,27.0,12.0,23.14285714,216.0,2025-08-01,Prescription
2025-08-31,Zincovit,831,2026-03-01,4,115.0,12.0,49.28571429,460.0,2025-08-01,Prescription
2025-08-31,Dolo 650mg,756,2026-01-01,6,33.76,12.0,21.70285714,202.56,2025-08-01,Prescription
